urlGuia,idNormas,pregunta,respuesta
proteccion-financiera-para-diagnosticos-y-tratamientos-de-alto-costo-en-salud-ley-ricarte-soto,1078148;1058373;1083057;1039348;1083094;249177,¿Los diagnósticos y tratamientos de alto costo en salud con protección financiera son permanentes?,"Los diagnósticos y tratamientos de alto costo con protección financiera tendrán una vigencia de tres años. Se entenderán prorrogados por otros tres años, y así sucesivamente, si no se determina lo contrario. El Presidente o Presidenta de la República podrá disponer, por decreto fundado, la modificación antes de cumplirse el plazo."
proteccion-a-la-maternidad,1030936;4252;1004842;207436,¿Qué tipo de empresas deben cumplir con la protección a la maternidad?,"Todas las empresas e instituciones públicas y privadas, incluso los centros comerciales y malls. Y en todas las sucursales o   faenas que posea el establecimiento, empresa o servicio. Como madre trabajadora,"
proteccion-a-los-animales,30840;1006858;3954,¿qué dice la ley acerca del cuidado a los animales?,"En términos generales,   Toda persona dueña de un animal debe darle alimento y albergue de acuerdo a sus necesidades mínimas y no restringir su   libertad de movimiento de forma innecesaria, en especial si le causa sufrimiento o alteración de su desarrollo normal. Esto también se aplica al transporte de animales, que debe realizarse de tal forma que no cause maltrato y que esté acorde con la especie y medio de transporte utilizado."
proteccion-de-datos-financieros-de-cesantes,184979;141599,¿Qué pasa con los datos financieros de los  cesantes?,"No se publicarán los protestos y morosidades que se hayan generado durante un periodo de  cesantía del deudor y mientras dure la condición de cesante. Para esto último caso, la Administradora de Fondos de Cesantía (AFC) comunicará  los datos de sus beneficiarios al Boletín de Informaciones Comerciales sólo mientras subsistan sus beneficios,  para que éste bloquee la información concerniente a tales personas."
proteccion-de-la-lactancia-materna-y-el-amamantamiento,1131064;207436;258270,¿Qué significa el derecho al amamantamiento libre?,"Toda madre tiene el derecho a amamantar a sus hijos libremente en toda clase de lugares o recintos en que se encuentre o por el que transite legítimamente, conforme sea el interés superior del lactante. En esa actividad, puede contar con el apoyo y colaboración del padre cuando fuera posible. No se podrán imponer condiciones o requisitos que exijan ocultar el amamantamiento o restringirlo. En ningún caso los recintos podrán imponer cobros a las mujeres que deseen ejercer libremente el derecho a amamantar. El derecho también se extenderá a los procesos de obtención de leche materna distintos del amamantamiento directo."
proteccion-de-la-salud-mental,1039348;1159383,¿Cómo define la ley la salud mental?,"Se entiende por salud mental un estado de bienestar en el que la persona es consciente de sus propias capacidades, puede realizarlas, puede afrontar las tensiones normales de la vida, trabajar y contribuir a su comunidad. En el caso de niños, niñas y adolescentes, la salud mental consiste en la capacidad de alcanzar y mantener un grado óptimo de funcionamiento y bienestar psicológico."
proteccion-de-los-trabajadores-ante-riesgos-de-emergencia,28650;1060454;9231,¿Qué deben hacer los empleadores ante riesgos de emergencias en el lugar de trabajo?,"El empleador estará obligado a tomar todas las medidas necesarias para proteger eficazmente la vida y salud de los trabajadores. Deberá tener información sobre posibles riesgos y mantener  las condiciones adecuadas de higiene y seguridad en las faenas, como asimismo los implementos necesarios para prevenir accidentes de trabajo y enfermedades profesionales."
radios-comunitarias,6193;29591,¿Qué son las radios comunitarias?,Son radioemisoras de libre recepción que tienen como radio de acción máxima una comuna o una agrupación de comunas.
rebaja-de-contribuciones-para-adultos-mayores,1060038;220817;128563;13560,¿Se  puede hacer efectiva la rebaja de constribuciones para adultos mayores si la persona usa el inmueble como bodega y no  como lugar de habitación?,"No, se requiere que el  inmueble sea efectivamente destinado a la habitación y no a otros usos."
reconocimiento-y-proteccion-de-los-derechos-de-las-personas-con-enfermedades-terminales-y-el-buen-morir,1039348;1166846;1149004,¿Cuáles son los derechos de las personas que padecen una enfermedad terminal o grave?,"Toda persona que padece una enfermedad terminal o grave tiene derecho a: Cuidados paliativos, cuando corresponda y en la forma establecida en los decretos, reglamentos, normas técnicas y guías clínicas elaboradas por el Ministerio de Salud. Ser informada en forma oportuna y comprensible de su estado de salud, pronóstico, del manejo de síntomas, formas de autocuidado y de los posibles tratamientos. Ser acompañada por sus familiares o por la persona que designe, en la forma que determine el reglamento. A estos derechos se agregan los que establece la ley N° 20.584, sobre  los derechos y deberes de los pacientes; en particular, en lo relativo al reforzamiento de su autonomía. La persona que sea informada de que su estado de salud es terminal, tiene derecho a otorgar o denegar su voluntad para someterse a cualquier tratamiento que tenga como efecto prolongar artificialmente su vida, sin perjuicio de mantener las medidas de soporte ordinario. De acuerdo con la ley vigente, en ningún caso, el rechazo de tratamiento podrá implicar como objetivo la aceleración artificial del proceso de muerte."
recurso-de-amparo,176595;242302,¿Qué es el recurso de amparo?,"Aquella acción que la Constitución concede a toda persona detenida, presa o arrestada con infracción a la Constitución o a la ley, o que sufra cualquier otra privación, perturbación o amenaza en su derecho a la libertad personal y seguridad individual. La libertad personal es el derecho que tiene toda persona para residir y permanecer en cualquier lugar de la República, trasladarse cuando lo desee de un punto a otro y entrar y salir del territorio nacional, siempre que cumpla con las normas vigentes."
recurso-de-proteccion,1080916;242302,¿Qué es el recurso de protección?,"Es aquella acción que la Constitución concede a todas las personas que como consecuencia de actos u omisiones arbitrarias o ilegales, sufren privación, perturbación o amenaza a sus derechos y garantías constitucionales."
reduccion-de-la-jornada-laboral-a-40-horas-semanales,1191554;207436,¿En cuántos días se podrá distribuir la jornada de 40 horas semanales?,"El máximo semanal de 40 horas no podrá distribuirse en más de seis ni en menos de cuatro días. Es decir, se da la posibilidad de que las empresas implementen una semana de cuatro días de trabajo y tres de descanso (sistema 4X3). En ningún caso la jornada ordinaria podrá superar las diez horas por día, sin perjuicio de las facultades del Director del Trabajo para autorizar una extensión distinta con acuerdo de los trabajadores en situaciones especiales."
reforma-educacional-educacion-parvularia,1057032;1014974,¿Qué funciones tiene la Superintendencia de Educación respecto de la educación parvularia?,"La Superintendencia considera la existencia de una Intendencia de Educación Parvularia, cuya función es elaborar los criterios técnicos que permiten ejecutar su labor con respecto a los establecimientos de educación pre-escolar que cuenten con reconocimiento oficial del Estado o la autorización, en su caso. Esa Intendencia es dirigida por un funcionario con el cargo de intendente de Educación Parvularia."
reforma-laboral-negociacion-colectiva,1094436;207436,¿Qué no se puede incluir en la negociación colectiva?,"Las materias que restrinjan o limiten la facultad del empleador de organizar, dirigir y administrar la empresa y aquellas ajenas a la misma."
reforma-laboral-practicas-antisindicales-y-practicas-desleales,1094436;207436,¿Qué son las prácticas antisindicales del empleador?,"Las prácticas antisindicales del empleador son acciones que atentan contra la libertad sindical. La ley señala como tales las siguientes: Obstaculizar la formación o funcionamiento de sindicatos de trabajadores, negándose injustificadamente a recibir a sus dirigentes, ejerciendo presiones mediante amenazas de pérdida del empleo o de beneficios, o del cierre de la empresa, establecimiento o faena, en caso de acordarse la formación de un sindicato. Ejecutar maliciosamente actos para alterar el quórum de un sindicato o despedir a trabajadores por haber manifestado su intención de sindicalizarse. También es práctica antisindical cuando esos actos se ejecuten respecto a los Comités Paritarios de Higiene y Seguridad o a sus integrantes. Negarse a proporcionar a los dirigentes del o de los sindicatos base la información que la empresa debe entregar de acuerdo con la ley. Ofrecer u otorgar beneficios especiales que signifiquen desestimular la formación de un sindicato. Realizar cualquiera de las acciones ya indicadas a fin de evitar la afiliación de un trabajador a un sindicato ya existente. Ejecutar actos de injerencia sindical, tales como intervenir activamente en la organización de un sindicato; ejercer presiones conducentes a que los trabajadores ingresen a un sindicato determinado; discriminar entre los diversos sindicatos o condicionar la contratación de un trabajador a la firma de una solicitud de afiliación a un sindicato o de una autorización de descuento de cuotas sindicales por planillas de remuneraciones. Negarse a reincorporar en sus funciones a un dirigente sindical aforado, frente al requerimiento de la Inspección del Trabajo, salvo que el tribunal respectivo haya decretado la separación provisional del trabajador. Ejercer discriminaciones indebidas entre trabajadores que signifiquen incentivar o desestimular la afiliación o desafiliación sindical. Otorgar o convenir con trabajadores no afiliados a la organización u organizaciones que los hubieren negociado, los mismos beneficios pactados en un instrumento colectivo, salvo que aquello se hubiera acordado en la negociación. No descontar o no integrar a la organización sindical respectiva las cuotas o aportes sindicales que corresponda pagar por los afiliados, o la cuota o aporte convenido en un acuerdo de extensión de los beneficios a los no afiliados al sindicato."
